Tiempo,Agujero,calidad,Tiempo proceso
2024-07-22 16:55:31.484970,1,1,2.690778970718384
2024-07-22 16:55:38.582531,2,1,0.9411265850067139
2024-07-22 16:55:43.862975,3,1,0.839714527130127
2024-07-22 16:57:52.725679,6,1,0.8963408470153809
2024-07-22 16:57:57.976677,7,1,0.8463640213012695
2024-07-22 16:58:03.131171,8,1,0.8650009632110596
2024-07-22 16:58:08.356494,9,1,0.7860350608825684
2024-07-22 16:58:13.460184,10,1,0.831855058670044
2024-07-22 16:58:18.550945,11,1,0.8498523235321045
2024-07-22 16:58:23.675323,12,1,0.810553789138794
2024-07-22 16:58:28.867819,13,1,0.8341200351715088
2024-07-22 16:58:33.939194,14,1,0.7970221042633057
2024-07-22 16:58:39.055143,15,1,0.8063638210296631
2024-07-22 16:58:44.052266,16,1,0.932403564453125
2024-07-22 16:58:49.254111,17,1,0.8523249626159668
2024-07-22 16:58:54.365034,18,1,0.8563716411590576
2024-07-22 16:58:59.535786,19,1,0.8700487613677979
2024-07-22 16:59:04.724857,20,1,0.8713784217834473
2024-07-22 16:59:09.952257,21,1,0.8372170925140381
2024-07-22 16:59:15.167900,22,1,0.8592367172241211
2024-07-22 16:59:20.343819,23,1,0.7967331409454346
2024-07-22 16:59:25.436774,24,1,0.849778413772583
2024-07-22 16:59:30.664438,25,1,0.9573593139648438
2024-07-22 16:59:35.877942,26,1,0.8371155261993408
2024-07-22 16:59:41.035252,27,1,0.8639111518859863
2024-07-22 16:59:46.185112,28,1,0.8360328674316406
2024-07-22 16:59:51.235357,29,1,0.8249430656433105
2024-07-22 16:59:56.464482,30,1,0.8582627773284912
2024-07-22 17:00:01.758749,31,1,0.8370015621185303
2024-07-22 17:00:06.820299,32,1,0.8008525371551514
2024-07-22 17:00:11.857943,33,1,0.8325526714324951
2024-07-22 17:00:16.926876,34,1,0.9236397743225098
2024-07-22 17:00:22.186042,35,1,0.8405394554138184
2024-07-22 17:00:27.260950,36,1,0.8393547534942627
2024-07-22 17:00:32.417981,37,1,0.8819718360900879
2024-07-22 17:00:37.658092,38,1,0.826988697052002
2024-07-22 17:00:42.825602,39,1,0.8193793296813965
2024-07-22 17:01:01.115208,40,1,0.8200962543487549
2024-07-22 17:01:06.275433,41,1,0.9395115375518799
2024-07-22 17:01:11.543492,42,1,0.8515069484710693
2024-07-22 17:01:39.544388,43,1,0.786386251449585
2024-07-22 17:01:44.544509,44,1,0.8606400489807129
2024-07-22 17:01:49.722579,45,1,0.8675370216369629
2024-07-22 17:01:54.827561,46,1,0.8583078384399414
2024-07-22 17:02:00.026605,47,1,0.811063289642334
2024-07-22 17:02:05.027974,48,1,0.8003706932067871
2024-07-22 17:02:10.155794,49,1,0.8508090972900391
2024-07-22 17:02:15.330784,50,1,0.860637903213501
2024-07-22 17:02:20.428947,51,1,0.8609476089477539
2024-07-22 17:02:25.636125,52,1,0.7907190322875977
2024-07-22 17:02:30.723201,53,1,0.8158695697784424
2024-07-22 17:02:35.857839,54,1,0.8292944431304932
2024-07-22 17:02:41.039131,55,1,0.947840690612793
2024-07-22 17:02:46.364105,56,1,0.8277640342712402
2024-07-22 17:02:51.428190,57,1,0.8731670379638672
2024-07-22 17:05:09.049891,58,1,0.8445603847503662
2024-07-22 17:05:14.214566,59,1,0.8869953155517578
2024-07-22 17:05:19.353019,60,1,0.8130755424499512
2024-07-22 17:05:24.410624,61,1,0.8263888359069824
2024-07-22 17:05:29.639221,62,1,0.7827672958374023
2024-07-22 17:05:34.721015,63,1,0.8684144020080566
2024-07-22 17:05:39.988907,64,1,0.7751343250274658
2024-07-22 17:05:45.159253,65,1,0.8008897304534912
2024-07-22 17:05:50.254377,66,1,0.8453869819641113
2024-07-22 19:38:27.728892,3,1,0.8960630893707275
2024-07-22 19:38:32.972094,4,1,0.9151406288146973
2024-07-22 19:38:38.244118,5,1,0.8206651210784912
2024-07-22 19:38:43.348008,6,1,0.8649532794952393
2024-07-22 19:38:48.450743,7,1,0.8183503150939941
2024-07-22 19:38:53.651132,8,1,0.8063793182373047
2024-07-22 19:38:58.632454,9,1,0.7934043407440186
2024-07-22 19:39:03.743020,10,1,0.8546733856201172
2024-07-22 19:39:08.835161,11,1,0.8657352924346924
2024-07-22 19:39:14.033403,12,1,0.8286793231964111
