Tiempo,Agujero,calidad,Tiempo proceso
0109710693
2024-07-03 17:42:25.047607,1,3,0.9537856578826904
2024-07-03 17:42:39.642307,2,3,0.896094560623169
2024-07-03 17:42:53.963626,3,3,0.8791310787200928
2024-07-03 17:43:08.255372,4,3,0.8209357261657715
2024-07-03 17:43:22.367794,5,3,0.9754564762115479
2024-07-03 17:43:36.965334,6,1,0.894768476486206
2024-07-03 17:43:42.232464,7,1,0.874995231628418
2024-07-03 17:43:47.364026,8,0,0.8859519958496094
2024-07-03 17:43:53.827197,9,3,0.7932066917419434
2024-07-03 17:54:37.887381,10,3,0.8933017253875732
2024-07-03 17:54:52.096387,11,1,0.9038548469543457
2024-07-03 17:54:57.339790,12,3,0.8342666625976562
2024-07-03 17:55:11.727713,13,1,0.8450934886932373
2024-07-03 17:55:16.926569,14,3,0.8423266410827637
2024-07-03 18:04:01.026655,15,3,0.9424922466278076
2024-07-03 18:06:03.624880,16,1,0.9792647361755371
2024-07-03 18:06:08.811863,17,1,0.9250504970550537
2024-07-03 18:06:14.003788,18,2,0.8620610237121582
2024-07-03 18:06:19.259873,19,3,0.885033369064331
2024-07-03 18:06:33.643874,20,1,0.8285994529724121
2024-07-03 18:06:38.850565,21,3,0.8174889087677002
2024-07-03 18:06:58.027199,22,3,0.9472148418426514
2024-07-03 18:07:12.326396,23,3,0.8424372673034668
2024-07-03 18:07:26.655816,24,1,0.8231761455535889
2024-07-03 18:07:31.808835,25,3,0.8222672939300537
2024-07-03 18:07:46.042978,26,0,0.9307687282562256
2024-07-03 18:07:52.640441,27,1,0.8782391548156738
2024-07-03 18:07:57.840520,28,1,0.813361406326294
2024-07-03 18:08:02.944339,29,3,0.8291752338409424
2024-07-03 18:08:17.148460,30,3,0.7700910568237305
2024-07-03 18:08:31.535173,31,3,0.9210755825042725
2024-07-03 18:10:06.125236,32,3,0.9130442142486572
2024-07-03 18:10:20.526795,33,1,0.9305739402770996
