0,23.92,33.33,0,9.51,20.79
18.06,31,0,29.19,29.34,21.04
32.95,53.84,32.4,16,43.09,9.53
9.71,42.4,34.89,33.67,0,40.03
30.04,0,54.27,29.39,26.95,30.61
23.71,23.33,38.4,0,36.3,21.9
23.3,24.38,40.25,0,37.26,36.2
17.32,3,55.49,40.9,56.16,0
0,58.37,72.93,57.86,45.03,68.39
21.85,61.09,17.24,48.18,62.88,54.94
42.07,49.22,35.15,67.05,37.36,32.43
25.89,40.29,52.57,0,41,31.15
