30.88,23.62,0,34.28,24.06,16.86
24.69,9.22,0,34.94,52.7,0
12.98,12.93,31.74,38.56,38.92,8.99
23.26,40.4,35.37,33.79,31.36,44.89
0,36.03,30.96,0,57.8,57.03
0,0,9.66,0,49.21,42.28
47.04,0,0,66.17,0,46.27
20.32,0,0,31.59,31.2,40.22
0,58.74,34.96,0,11.26,46.35
60.56,22.55,60.37,52.99,30.81,54.46
6.93,36.2,32.55,50.63,27.67,7.49
29.28,58.96,59.16,33.92,33.9,10.39
