37.88,50.8,50.75,34.88,52.92,58.12
29.4,16.57,45.96,13.28,55.63,58.58
32.35,11.78,27.59,22.74,14.59,33.58
11.53,43.25,15.08,2.94,5.72,23.05
37.77,38.95,50.29,39.03,52.6,58.69
15.34,31.49,60.39,43.94,42.64,19.26
39.94,48.82,54.02,60.19,37.37,63.79
20.83,54.3,56.48,51.91,62.03,47.99
44.48,49.67,50.14,40.8,41.75,38.42
43.9,43.23,29.89,61.3,49.1,32.5
37.81,45.69,36.86,19.78,20.85,45.02
34.92,34.32,36.24,11.84,31.63,27.96
