44.49,50.2,51.76,42.86,44.64,31.41
54.79,44.48,63.29,53.34,44.09,31.64
19.64,59.76,59.81,55.92,32.94,24.86
54.53,63.24,57.36,50.3,17.07,34.97
46.84,51.32,37.95,25.17,57.88,45.89
44.96,59.92,58.95,49.86,48.06,32.12
48.15,41.43,47.24,44.29,49.74,38.82
45.51,51.1,0,21.13,58.81,0
36.21,26.47,33.51,32.19,40.89,37.73
45.15,41.15,38.79,35.24,42.68,43.77
37.49,36.79,44.32,41.26,28.18,33.79
29.78,46.81,31.53,36.25,32.15,28.08
